"","longitude","latitude","time"
"101",29.3405562384988,-23.6712006104206,48.44
"102",28.3330012473213,-25.3129894316542,39.6
"103",27.8331304004647,-32.8608008281188,32.4
"104",30.2996510028891,-24.4167626654147,0.83
"105",28.3984454302685,-25.7355668266891,4.97
"106",30.7580487603835,-29.6707475430894,13.37
"107",28.0155197278374,-25.9948131103647,12.66
"108",29.3405562384988,-23.6712006104206,54.3
"109",18.6562841780747,-31.6681059296949,54.68
"110",27.6317714961757,-26.2524666713605,59.21
"111",18.8916323452769,-33.6313800011663,0.34
"112",28.9803565925415,-26.736103523841,14.65
"113",32.8322369350584,-26.8581612148956,32.78
"114",32.8322369350584,-26.8581612148956,32.78
"115",26.6745124418892,-25.4998222411422,43.18
"116",31.3840639950711,-28.3340987702693,31.88
"117",23.3656504161812,-28.9718931092899,27
"118",18.8916323452769,-33.6313800011663,16.98
"119",28.0155197278374,-25.9948131103647,31.78
"120",32.0745549029679,-27.3932753733508,56.42
"121",32.0745549029679,-27.3932753733508,56.42
"122",27.6961208969144,-26.6721704068629,58.21
"123",30.8295205173898,-30.0757254641182,46.56
"124",28.9493960261666,-31.7355884924212,35.92
"125",27.8331304004647,-32.8608008281188,43.01
"126",18.4942279950703,-33.8359547291738,19.14
"127",26.3994123361068,-29.3329121592403,55.51
"128",28.0216655630477,-28.7478403500046,3.03
"129",28.0216655630477,-28.7478403500046,3.03
"130",27.6317714961757,-26.2524666713605,25.87
"131",28.4641424414911,-26.1567468497251,54.27
"132",28.0155197278374,-25.9948131103647,48.87
"133",27.0515822367361,-28.0126647739917,6.2
"134",18.9393085004499,-34.0185728885874,33.38
"135",30.8295205173898,-30.0757254641182,53.26
"136",31.7664500113372,-28.0709761728308,1.29
"137",18.4942279950703,-33.8359547291738,48.63
"138",30.7170068771352,-26.9422232600104,12.31
"139",30.7170068771352,-26.9422232600104,12.31
"140",29.9589680574565,-22.2761823305238,54.73
"141",29.9589680574565,-22.2761823305238,54.73
"142",31.000545109436,-28.5956329189789,59.04
"143",31.8392418731403,-28.481679356677,1.03
"144",29.295977543846,-26.0561434472108,53.94
"145",29.1617038850538,-25.2124443074477,49.49
"146",29.363500427439,-26.4758532493007,34.14
"147",27.6317714961757,-26.2524666713605,39.84
"148",30.4047578492529,-27.6200925440267,12.67
"149",18.4942279950703,-33.8359547291738,51.73
"150",29.9213006517316,-24.6834036768502,22.35
"151",26.8619353895645,-26.7628525225831,45.26
"152",29.2727058022257,-31.0882584166869,58.21
"153",31.264466399628,-25.1519630966573,34.55
"154",30.8295205173898,-30.0757254641182,19.79
"155",30.8863391097421,-25.4196286139978,8.02
"156",27.6317714961757,-26.2524666713605,13.39
"157",17.9601592682576,-32.87326419913,47.48
"158",18.541048925289,-34.2218775328928,30.6
"159",25.7850762843682,-25.162463381227,44.19
"160",25.7850762843682,-25.162463381227,44.19
"161",18.4942279950703,-33.8359547291738,49.28
"162",-56.4305878487077,-34.7922272004841,37.72
"163",-56.4305878487077,-34.7922272004841,2.77
"164",-55.1140229521167,-34.7775400938046,59.74
"165",-55.9932884101653,-34.7889216000448,43.95
"166",-51.4834939165882,-22.1299446928604,59.51
"167",-49.0836585248805,-1.43080172566459,2.49
"168",-60.6417949464067,2.89960704846878,58.82
"169",-41.5810390464234,-12.2576155745608,51.66
"170",-35.4751059689803,-6.88901503690718,16.33
"171",-51.0501553423292,-0.223234150247238,30.44
"172",-44.1295789558507,-19.806840176789,14.18
"173",-49.690613385286,-25.7518240695439,29.23
"174",-35.3491935565538,-8.81149239649912,48.48
"175",-49.1991332733657,-10.3699071606625,26.86
"176",-46.6334143783975,-23.7092289670312,8.53
"177",-39.8367064832162,-14.2593988335135,48.06
"178",-48.5375913203892,-26.9832110527617,3.8
"179",-46.6334143783975,-23.7092289670312,50.95
"180",-51.4834939165882,-22.1299446928604,15.85
"181",-42.4356878682683,-17.7073577712521,22.46
"182",-45.408205863981,-22.8545674047464,57.44
"183",-43.3038396487387,-22.9207329889164,54.02
"184",-53.7344129997677,-30.5687216193266,10.95
"185",-48.8614855185081,-27.67567281877,42.05
"186",-46.7319754111108,-21.9599189212229,50.18
"187",-42.6190704386089,-5.02495417522329,7.86
"188",-46.9238950548387,-23.3946379582904,41.15
"189",-59.987458996874,-3.24754832260732,17.84
"190",-43.7571593532792,-22.984791117619,7.47
"191",-43.3038396487387,-22.9207329889164,42.95
"192",-35.0502364710218,-7.97766151991517,49.38
"193",-36.982955713252,-11.0557726470887,46.43
"194",-46.9238950548387,-23.3946379582904,29.04
"195",-38.3274804164326,-12.4591876109086,7.15
"196",-43.3038396487387,-22.9207329889164,30.86
"197",-34.7523546954399,-7.14321899699736,50.54
"198",-43.5454886275194,-20.4492423273689,33.36
"199",-48.9886102613769,-27.0260845248313,37.11
"200",-45.0948197068768,-10.5130978101116,33.65
"201",-46.6334143783975,-23.7092289670312,28.57
"202",-44.1773778218557,-2.54601867480048,52.57
"203",-38.4978344113764,-3.91517014151079,28.99
"204",-54.4862471956938,-27.7548866634912,53.27
"205",-46.4725941330367,-23.3402555734363,44.08
"206",-48.0419961285987,-15.9112887979356,24.94
"207",-46.4725941330367,-23.3402555734363,4.3
"208",-47.2138404498876,-23.0785914138144,28.99
"209",-43.7571593532792,-22.984791117619,57.29
"210",-47.8541103155784,-19.5810956401341,58.55
"211",-46.4725941330367,-23.3402555734363,48.61
"212",-46.4725941330367,-23.3402555734363,59.87
"213",-48.4947019310409,-21.1020902615902,10.28
"214",-44.470972705843,-15.3968092946907,20.51
"215",-44.5528915400647,-18.7685754256686,3.22
"216",-35.9247585614244,-8.14192979456472,3.93
"217",-35.7497698593368,-5.37831897995963,3.36
"218",-42.0043048631441,-11.1697975967217,6.03
"219",-47.2138404498876,-23.0785914138144,48.55
"220",-46.1815613541301,-23.6543825788292,29.33
"221",-44.0480774806081,-3.3074592015981,46.92
"222",-49.0803949350969,-25.3544457981914,7.81
"223",-48.0043686822257,-9.41808332447068,44.39
"224",-43.3038396487387,-22.9207329889164,56.22
"225",-46.6334143783975,-23.7092289670312,47.43
"226",-36.3632561581148,-8.22354395548184,48.09
"227",-35.6492154266921,-9.64429159446146,40.31
"228",-39.0624771401943,-12.2062334240273,23.84
"229",-46.02083686911,-23.2844774333804,24.61
"230",-47.0531060166769,-22.7076139795915,15.01
"231",-54.7498186864126,-23.7845655588527,38.21
"232",-54.7498186864126,-23.7845655588527,38.21
"233",-47.0531060166769,-22.7076139795915,11.48
"234",-42.4356878682683,-17.7073577712521,41.09
"235",-42.4356878682683,-17.7073577712521,54.26
"236",-47.8541103155784,-19.5810956401341,48.26
"237",-37.5619774803399,-10.388469384618,57.45
"238",-46.6391678424345,-18.6920178660897,1.54
"239",-48.6495968556307,-1.35688276802773,25.82
"240",-39.3158341977931,-9.53919035525479,5.68
"241",-46.6334143783975,-23.7092289670312,40.62
"242",-47.5989980126621,-20.9948815150171,51.28
"243",-40.6163045723734,-16.287221563643,22.13
"244",-61.57449646214,-0.563765383564821,8.26
"245",-37.6674314902364,-7.2918925319366,36.76
"246",-43.6786156441801,-19.740892228049,24.19
"247",-44.2103596827004,-23.0474841156608,35.58
"248",-37.2724836464363,-10.7226029882073,28.4
"249",-39.2790239411991,-7.18955097218414,12.51
"250",-37.2724836464363,-10.7226029882073,16.5
"251",-46.5715840376853,-21.5832539253472,40.11
"252",-37.8354329758838,-8.88361700965199,5.18
"253",-47.374684419925,-23.4476220085732,50.56
"254",-38.4978344113764,-3.91517014151079,44.03
"255",-45.3684340608074,-3.53127668817751,57.88
"256",-51.4834939165882,-22.1299446928604,41.26
"257",-37.4095951382144,-9.97256368174149,37.84
"258",-50.0904928216765,-6.25381713279149,8.98
"259",-35.0502364710218,-7.97766151991517,47.58
"260",-48.0471712292107,-21.049130336249,12.25
"261",-46.7631135338341,-23.0246544557036,37.88
"262",-51.1256810195907,-20.319659401144,38.85
"263",-42.3252985200781,-19.5358846287554,51.35
"264",-48.4273124086025,-18.923410662567,26.89
"265",-50.0500827544472,-27.4513240277634,18.4
"266",-40.8578666888355,-21.1207223670514,10.61
"267",-38.4471103129249,-10.5494917146938,23.47
"268",-41.6037156004258,-20.8784464936322,30.38
"269",-44.1295789558507,-19.806840176789,40.11
"270",-43.3038396487387,-22.9207329889164,19.12
"271",-54.9947679514048,-15.638667118645,52.33
"272",-69.8195131973157,-4.06102276352205,1.08
"273",-69.8195131973157,-4.06102276352205,1.08
"274",-69.8195131973157,-4.06102276352205,1.08
"275",-52.2052766623314,-21.8467326662469,54.92
"276",-44.0503773439347,-22.6721522497455,4.41
"277",-38.6179396793367,-12.1266431886967,31.22
"278",-41.173782426571,-21.8893024200631,45.53
"279",-49.0803949350969,-25.3544457981914,54.98
"280",-56.7293748937983,-2.71457603999629,50.18
"281",-49.9976461887823,-30.0301694261912,58.55
"282",-49.2418232018724,-25.7092528734599,32.52
"283",-43.3038396487387,-22.9207329889164,5.66
"284",-46.798860754807,-19.0801124421991,50.95
"285",-49.2478177833152,-16.8158581244259,25.34
"286",-43.3038396487387,-22.9207329889164,4.68
"287",-43.3038396487387,-22.9207329889164,7.44
"288",-52.6050026845006,-28.2924160401949,32.61
"289",-46.1883875754219,-1.32603126058994,38.72
"290",-49.9571285893284,-20.5519920888429,32.15
"291",-46.4725941330367,-23.3402555734363,47.56
"292",-40.5427707931899,-20.3455308700663,19.44
"293",-38.4978344113764,-3.91517014151079,2
"294",-46.5101561559237,-19.407439338681,33.19
"295",-46.9238950548387,-23.3946379582904,22.08
"296",-48.6994948676022,-27.3305234419399,15.71
"297",-46.3424119088384,-24.0223301717503,12.01
"298",-40.5427707931899,-20.3455308700663,50.57
"299",-42.1906544122918,-20.2448705521254,47.72
"300",-43.8377227113923,-20.1287339114863,45.42
"301",-43.3038396487387,-22.9207329889164,57.92
"302",-38.4812878206252,-12.8712147406355,21.96
"303",-34.7523546954399,-7.14321899699736,25.66
"304",-52.5253679560348,-14.6149921768518,27.41
"305",-41.9396640304876,-15.3749174872687,16.74
"306",-54.6767573509575,-25.4659944508437,58.52
"307",-54.6767573509575,-25.4659944508437,58.52
"308",-54.6767573509575,-25.4659944508437,58.52
"309",-54.6767573509575,-25.4659944508437,30.49
"310",-54.6767573509575,-25.4659944508437,30.49
"311",-54.6767573509575,-25.4659944508437,30.49
"312",-42.8504572892529,-22.8553173576758,24.31
"313",-46.3424119088384,-24.0223301717503,43.85
"314",-48.8614855185081,-27.67567281877,6.96
"315",-48.0419961285987,-15.9112887979356,41.65
"316",-49.4033293728743,-26.0619496640912,24.3
"317",-51.1843156977081,-29.7983505407933,37.67
"318",-49.547950730002,-21.5778508897669,11.13
"319",-47.374684419925,-23.4476220085732,9.87
"320",-53.9551352480902,-22.0000873937884,30.28
"321",-50.1899535233233,-23.0534131826921,11.46
"322",-41.4456190385674,-20.4913221258323,41.33
"323",-46.6334143783975,-23.7092289670312,38.53
"324",-46.7631135338341,-23.0246544557036,46.28
"325",-54.6639935880024,-21.7084527959312,13.63
"326",-38.784859971897,-3.5737529614072,38.67
"327",-38.4812878206252,-12.8712147406355,23.62
"328",-35.9120557876065,-6.9701837175821,54.55
"329",-46.6334143783975,-23.7092289670312,56.46
"330",-44.1773778218557,-2.54601867480048,12.14
"331",-61.8286535231188,-11.9653684637449,3.89
"332",-47.3425581987831,-22.3891696649431,25.01
"333",-44.100322724135,-5.66836646118837,47.67
"334",-46.892483535491,-22.3347145417572,27.87
"335",-38.4812878206252,-12.8712147406355,32.59
"336",-44.9930864941032,-12.4267577691297,4.67
"337",-39.0806169199719,-13.3620078932086,40.18
"338",-38.4812878206252,-12.8712147406355,16.69
"339",-48.0419961285987,-15.9112887979356,44.68
"340",-49.6727047139443,-20.8786321115388,12.79
"341",-52.2877535337802,-16.0739003565014,34.08
"342",-37.7146013832057,-10.8038559450447,35.03
"343",-47.8829576146745,-15.5143081795638,25.28
"344",31.5497045916127,-26.8291251498566,5.56
"345",37.5783313452061,-16.4111147826432,36.34
"346",39.8898243849243,-15.9898814422612,6.64
"347",31.8568228816004,-26.1447717324815,18.64
"348",31.8568228816004,-26.1447717324815,18.64
"349",31.8568228816004,-26.1447717324815,18.64
"350",35.5124033493428,-16.0918027924456,43.02
"351",35.5124033493428,-16.0918027924456,43.02
"352",34.5066390862412,-14.9064381149717,13.66
"353",34.5066390862412,-14.9064381149717,13.66
"354",32.9298146840051,-17.6248183629407,22.13
"355",32.9298146840051,-17.6248183629407,22.13
"356",40.0015433643396,-12.4000419990975,5.97
"357",33.5789059741906,-14.1513050248893,24.5
"358",33.5789059741906,-14.1513050248893,24.5
"359",35.2321687227133,-16.8110752574234,46.51
"360",35.2321687227133,-16.8110752574234,46.51
"361",35.7387784030549,-17.3989846633978,35.57
"362",34.0062517689845,-14.3100607903225,58.16
"363",34.0062517689845,-14.3100607903225,58.16
"364",34.9654941810681,-19.9807341529822,25.29
"365",38.804267145276,-14.4029837328699,56.56
"366",38.1161863286911,-14.9731708027555,52.16
"367",40.2561858359628,-11.6854154842279,48.54
"368",32.7089990273127,-18.7775129911281,22.23
"369",32.7089990273127,-18.7775129911281,22.23
"370",34.8011698681258,-16.6571542690749,58.4
"371",34.8011698681258,-16.6571542690749,58.4
"372",34.5174240149724,-17.3757591076696,49.19
"373",34.4336328409467,-14.4678431426603,11.92
"374",34.4336328409467,-14.4678431426603,11.92
"375",34.9654941810681,-19.9807341529822,36.78
"376",37.5001874969905,-15.9773207806606,49.16
"377",35.5124033493428,-16.0918027924456,49.48
"378",35.5124033493428,-16.0918027924456,49.48
"379",35.7155122664925,-14.9351019125608,9.86
"380",35.7155122664925,-14.9351019125608,9.86
"381",32.6110051692445,-25.6060480770293,57.09
"382",33.4359539368848,-18.2187547143753,52.48
"383",34.223820379082,-15.6263955255486,59.59
"384",34.223820379082,-15.6263955255486,59.59
"385",35.8660697628672,-15.8085839569094,19.75
"386",35.8660697628672,-15.8085839569094,19.75
"387",28.6773311697771,-30.1294185221841,52.77
"388",28.6773311697771,-30.1294185221841,52.77
"389",28.6773311697771,-30.1294185221841,41.33
"390",28.6773311697771,-30.1294185221841,41.33
"391",27.698164694624,-29.4083892360322,19.58
"392",27.698164694624,-29.4083892360322,19.58
"393",25.7850762843682,-25.162463381227,22.9
"394",25.7850762843682,-25.162463381227,22.9
"395",25.7850762843682,-25.162463381227,34.02
"396",25.7850762843682,-25.162463381227,34.02
"397",-159.580436960476,-21.2558342328821,17.11
"398",-159.580436960476,-21.2558342328821,4.2
"399",-66.8084068439946,-14.9321794032257,37.49
"400",-66.338801142171,-18.5386229759125,26.31
"401",-66.2438063323994,-19.250848539352,54.97
"402",-66.5971689488525,-18.2165210484894,0.97
"403",-66.855663143993,-17.8927169002972,16.14
"404",-63.2842586693783,-17.6347596619727,41.7
"405",-65.564559949239,-19.4944514748009,6.6
"406",-63.0324499955289,-17.9482571897773,10.63
"407",-64.8543287046844,-21.5177040859282,6.22
"408",-63.0324499955289,-17.9482571897773,48.97
"409",-55.9310973396005,-24.5364882411838,39.66
"410",-55.5001030123381,-24.5108434847878,20.09
"411",-57.5293576368031,-25.2844122546779,6.57
"412",-57.5293576368031,-25.2844122546779,6.57
"413",-56.0445578948204,-23.8686283337831,3.11
"414",-77.0739811013329,-12.0298019966252,14.32
"415",-71.9595162240596,-13.7625007846028,4.85
"416",-79.5473439945277,-7.23087825496056,25.38
"417",-77.0739811013329,-12.0298019966252,40.74
"418",-74.4035494407888,-11.7547228150762,30.48
"419",-70.0473480389203,-15.0257231036405,48.18
"420",-77.0739811013329,-12.0298019966252,30.2
"421",-77.0739811013329,-12.0298019966252,17.44
"422",-77.0739811013329,-12.0298019966252,54.46
"423",-77.0739811013329,-12.0298019966252,18.96
"424",-77.0739811013329,-12.0298019966252,34.3
"425",-77.0739811013329,-12.0298019966252,50.8
"426",-77.0739811013329,-12.0298019966252,9.87
"427",-76.8501476536887,-9.69398434135306,59.36
"428",-77.0739811013329,-12.0298019966252,2.93
"429",-77.0739811013329,-12.0298019966252,39.15
"430",-76.0269232023749,-13.4621372952852,53.65
"431",-77.0739811013329,-12.0298019966252,12.91
"432",-77.0739811013329,-12.0298019966252,24.95
"433",-78.7753870807766,-8.32428891626214,14.32
"434",-79.0330895931086,-7.96007009694064,41.49
"435",-77.0739811013329,-12.0298019966252,24.35
"436",24.7945206228732,-17.7991452755665,17.63
"437",24.7945206228732,-17.7991452755665,17.63
"438",15.2403875361442,-17.3170688512085,4.98
"439",15.2403875361442,-17.3170688512085,4.98
"440",13.4659244636353,-9.01140180626645,27.03
"441",13.4346216430526,-8.58537446702703,37.07
"442",16.102473314592,-13.9818405753876,31.8
"443",15.8426712216773,-10.9459646015227,41.89
"444",17.028591720717,-7.33879846339385,45.76
"445",17.028591720717,-7.33879846339385,45.76
"446",13.4346216430526,-8.58537446702703,29.75
"447",13.4659244636353,-9.01140180626645,4.72
"448",13.0885029652307,-8.83403643030029,55.52
"449",13.4659244636353,-9.01140180626645,27.57
"450",13.0885029652307,-8.83403643030029,23.98
"451",13.5605114968257,-15.2630531666239,1.37
"452",12.1395099873934,-5.53668188380251,35.83
"453",13.4659244636353,-9.01140180626645,39.49
"454",22.3219311241213,-10.4794718551742,30.27
"455",22.3219311241213,-10.4794718551742,30.27
"456",16.4764009017998,-9.57442504632149,3.95
"457",16.7053652916309,-12.1762339644018,33.02
"458",13.4659244636353,-9.01140180626645,19.16
"459",13.4346216430526,-8.58537446702703,30.59
"460",13.4659244636353,-9.01140180626645,59.7
"461",15.0250956536329,-14.7231351588252,36.13
"462",15.6036503098357,-17.0752856454378,36.26
"463",16.6284484801766,-11.3073407344147,28.66
"464",21.9777222632166,-7.41519181391082,17.02
"465",21.9777222632166,-7.41519181391082,17.02
"466",14.5629768793061,-13.6717174935056,3.88
"467",13.0885029652307,-8.83403643030029,34.56
"468",15.9902549109893,-12.6793278653088,26.33
"469",14.8065642156881,-16.6949094884754,34.57
"470",13.0885029652307,-8.83403643030029,58.82
"471",13.5281681744476,-14.8330112072912,29.87
"472",13.0885029652307,-8.83403643030029,52.77
"473",47.4480719742287,-18.7670684573997,18.22
"474",45.1060400344008,-25.744458615192,46.91
"475",46.1966042187763,-25.266009725703,51.47
"476",47.4480719742287,-18.7670684573997,39.04
"477",46.226163930756,-18.4070740879115,29.46
"478",48.6579499857128,-19.114223131864,40.16
"479",46.8576301235143,-21.2787025201441,48.11
"480",44.2739572446069,-20.1577069676494,29.3
"481",49.8145519879195,-16.0342156820493,58.63
"482",46.724634772898,-18.9404821304851,13.34
"483",47.1323599332588,-19.0592130028273,28.57
"484",46.8199464635119,-15.8771335701645,16.77
"485",47.4480719742287,-18.7670684573997,21.66
"486",47.4526365221296,-22.1987874935897,54.14
"487",49.0298514837195,-15.7946322152901,16.53
"488",44.0497879802274,-22.8039571342126,3.29
"489",47.9561178086732,-22.7074309268865,1.94
"490",47.9959165166574,-21.2081522953053,1.44
"491",47.4480719742287,-18.7670684573997,36.4
"492",46.9051498516578,-19.7615699339608,34.73
"493",47.4480719742287,-18.7670684573997,36.83
"494",47.5447565602184,-22.6007805552942,37.39
"495",49.5140049261142,-16.3229903943026,44.1
"496",47.6793081669696,-21.5018395761117,24.4
"497",45.9764065422397,-22.5645172918534,51.7
"498",47.8635994436485,-22.3068330222774,6.01
"499",46.5257481347977,-24.9731939777123,2.26
"500",43.7853421329144,-12.1314283521812,27.52
"501",6.21987417074191,45.9644143242603,39.83
"502",0.740832130123201,44.4610221884059,57.69
"503",5.44166457190638,45.3417191502767,29.59
"504",2.39594979718445,50.5149694410434,55.55
"505",-1.18577557543175,48.3558606940828,44.18
"506",8.16337136654876,48.8874853878376,16.85
"507",8.16337136654876,48.8874853878376,16.85
"508",-0.860951873312802,44.7288730221937,33.36
"509",4.67982811775004,44.7133286036745,52.11
"510",0.514059053247731,48.0695165979955,25.59
"511",-0.135778808771312,44.2498498538516,50.14
"512",1.82404583622959,50.6256728422132,5.11
"513",6.98985726022481,49.0072761010683,21.99
"514",6.98985726022481,49.0072761010683,21.99
"515",2.73620649266599,48.7065347538683,37.06
"516",3.34845490748407,50.6687083400154,56.26
"517",3.34845490748407,50.6687083400154,56.26
"518",2.96253303248804,50.4020059442512,35.56
"519",-1.70640084368715,47.3729172293011,37.66
"520",5.01669126229911,43.966732600122,23.58
"521",7.66196150453246,47.5584895803993,51.14
"522",7.66196150453246,47.5584895803993,51.14
"523",7.66196150453246,47.5584895803993,51.14
"524",-2.92651690828201,48.6201260634685,42.74
"525",7.40676662894588,49.3074188822502,22.3
"526",7.40676662894588,49.3074188822502,22.3
"527",1.78949066209371,44.2783441261652,28.45
"528",4.11024983903135,50.2498044344099,10.52
"529",4.11024983903135,50.2498044344099,10.52
"530",7.25310958936011,47.2547987510967,46.63
"531",7.25310958936011,47.2547987510967,46.63
"532",7.19759084139803,43.7065647210173,38.61
"533",7.19759084139803,43.7065647210173,38.61
"534",7.19759084139803,43.7065647210173,38.61
"535",4.97204807828884,47.4797249893276,39.96
"536",2.1840471979143,48.8152495684816,6.97
"537",3.23952815933579,45.5503102027376,18.84
"538",7.08638257785012,47.6206995237523,13.53
"539",7.08638257785012,47.6206995237523,13.53
"540",7.19759084139803,43.7065647210173,29.53
"541",7.19759084139803,43.7065647210173,29.53
"542",7.19759084139803,43.7065647210173,29.53
"543",2.78214857952543,50.7838324942161,50.09
"544",2.78214857952543,50.7838324942161,50.09
"545",1.61431065066951,43.5901706539729,12.91
"546",6.91820576793887,47.9844238554791,33.88
"547",1.07131754087967,47.9694548237472,2.25
"548",2.21043254320705,50.8967165035111,7.47
"549",4.71762782837703,45.7661395922058,3.45
"550",6.21987417074191,45.9644143242603,10.6
"551",2.78214857952543,50.7838324942161,45.68
"552",2.78214857952543,50.7838324942161,45.68
"553",3.4152371607536,45.1857480579803,38.54
"554",2.00208206959694,49.2004062932916,53.36
"555",3.34845490748407,50.6687083400154,23.96
"556",3.34845490748407,50.6687083400154,23.96
"557",2.52430667621849,46.9947953247525,35.71
"558",2.73620649266599,48.7065347538683,54.08
"559",2.1840471979143,48.8152495684816,38.51
"560",-0.447039831510799,48.9399927834222,35.64
"561",-0.823595759113427,43.6374904465296,32.98
"562",-0.38284743414746,46.8039277611709,21.49
"563",-1.50047159597259,46.9843110695674,22.21
"564",6.98985726022481,49.0072761010683,56.89
"565",6.98985726022481,49.0072761010683,56.89
"566",1.96574432277801,43.9069381342795,40.45
"567",2.55909881178941,49.091686889854,12.31
"568",2.21043254320705,50.8967165035111,47.73
"569",7.4961368214297,47.9239868882552,28.29
"570",7.4961368214297,47.9239868882552,28.29
"571",-0.0479097147798824,48.167313489123,13.33
"572",-1.29739003615966,46.5950977049543,38.38
"573",7.66196150453246,47.5584895803993,1.66
"574",7.66196150453246,47.5584895803993,1.66
"575",7.66196150453246,47.5584895803993,1.66
"576",-0.741051628284553,46.5059286200626,16.1
"577",7.74390179980217,48.5883359301249,4.12
"578",7.74390179980217,48.5883359301249,4.12
